Microsoft (R) COFF/PE Dumper Version 14.14.26433.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file win10-wow64-user32.dll
                  312 NtUserDrawIconEx
                  3A0 NtUserGetUpdateRgn
                  39F NtUserGetUpdateRect
                  4BE NtUserWaitForInputIdle
                  3EE NtUserMsgWaitForMultipleObjectsEx
                  4BF NtUserWaitForMsgAndEvent
                  464 NtUserSetObjectInformation
                  2F4 NtUserCreateWindowStation
                  3F7 NtUserOpenWindowStation
                  2ED NtUserCreateDesktopEx
                  3F4 NtUserOpenDesktop
                  49A NtUserSwitchDesktop
                  4C5 NtUserYieldTask
                  374 NtUserGetMenuIndex
                  46D NtUserSetScrollInfo
                  4AA NtUserUnloadKeyboardLayout
                  2F2 NtUserCreateWindowEx
                  467 NtUserSetProcessDpiAwarenessContext
                  38A NtUserGetProcessDpiAwarenessContext
                  35A NtUserGetDpiForMonitor
                  493 NtUserShutdownBlockReasonCreate
                  4A3 NtUserTransformPoint
                  49C NtUserSystemParametersInfoForDpi
                    4 NtCreateCompositionInputSink
                  2F1 NtUserCreatePalmRejectionDelayZone
                  302 NtUserDestroyPalmRejectionDelayZone
                  49B NtUserSystemParametersInfo
                  38D NtUserGetProp
                  361 NtUserGetHDevName
                  391 NtUserGetRawInputDeviceInfo
                  46A NtUserSetProcessUIAccessZorder
                  305 NtUserDisableProcessWindowFiltering
                  4C9 gDispatchTableValues
                  402 NtUserProcessConnect
                  3BB NtUserInitializeClientPfnArrays
                  4B4 NtUserUpdatePerUserSystemParameters
                  32D NtUserEvent
                  3A2 NtUserGetWOWClass
                  3B9 NtUserInitTask
                  2E7 NtUserConvertMemHandle
                  2F0 NtUserCreateLocalMemHandle
                  48C NtUserSetWindowsHookEx
                  47A NtUserSetWinEventHook
                  3F2 NtUserNotifyWinEvent
                  420 NtUserRegisterUserApiHook
                  310 NtUserDrawCaption
                  339 NtUserGetAsyncKeyState
                  36D NtUserGetKeyState
                  3F3 NtUserOpenClipboard
                  3FB NtUserPeekMessage
                  4A6 NtUserTranslateMessage
                  486 NtUserSetWindowRgn
                  487 NtUserSetWindowRgnEx
                  3CA NtUserInternalGetWindowText
                  3C9 NtUserInternalGetWindowIcon
                  4A0 NtUserToUnicodeEx
                  489 NtUserSetWindowStationUser
                  471 NtUserSetSystemCursor
                  330 NtUserFindExistingCursorIcon
                  448 NtUserSetCursorIconData
                  2F7 NtUserDefSetText
                  3DA NtUserLoadKeyboardLayoutEx
                  3EC NtUserModifyWindowTouchCapability
                  3F8 NtUserPaintDesktop
                  31C NtUserEnableMenuItem
                  2D0 NtUserCallNextHookEx
                   CF NtGdiDdDDIEscape
                  309 NtUserDisplayConfigGetDeviceInfo
                  357 NtUserGetDisplayConfigBufferSizes
                  44E NtUserSetDisplayConfig
                  407 NtUserQueryDisplayConfig
                  30A NtUserDisplayConfigSetDeviceInfo
                  334 NtUserFunctionalizeDisplayConfig
                  341 NtUserGetClassName
                  4A4 NtUserTransformRect
                  49D NtUserTestForInteractiveUser
                  321 NtUserEnableScrollBar
                   3A NtDWMSetCursorOrientation
                   38 NtDWMBindCursorToOutputConfig
                   39 NtDWMCommitInputSystemOutputConfig
                   3B NtDWMSetInputSystemOutputConfig
                  27F NtMITSetLastInputRecipient
                  27E NtMITSetInputDelegationMode
                  27C NtMITGetCursorUpdateHandle
                  280 NtMITSynthesizeMouseInput
                  281 NtMITSynthesizeMouseWheel
                  282 NtMITSynthesizeTouchInput
                  279 NtMITDisableMouseIntercept
                  27B NtMITEnableMouseIntercept
                  274 NtMITBindInputTypeToMonitors
                  283 NtMITUpdateInputGlobals
                  499 NtUserStopAndEndInertia
                  45D NtUserSetManipulationInputTarget
                  416 NtUserRegisterManipulationThread
                  276 NtMITCoreMsgKOpenConnectionTo
                  277 NtMITCoreMsgKSend
                  275 NtMITCoreMsgKGetConnectionHandle
                  27D NtMITSetInputCallbacks
                  278 NtMITDeactivateInputProcessing
                  27A NtMITDispatchCompletion
                  284 NtMITWaitForMultipleObjectsEx
                  273 NtMITActivateInputProcessing
                  296 NtRIMEnableMonitorMappingForDevice
                  29D NtRIMGetSourceProcessId
                  29C NtRIMGetPhysicalDeviceRect
                  2A4 NtRIMSetTestModeStatus
                  29B NtRIMGetDevicePropertiesLockfree
                  299 NtRIMGetDevicePreparsedDataLockfree
                  29E NtRIMObserveNextInput
                  2A6 NtRIMUpdateInputObserverRegistration
                  2A3 NtRIMRemoveInputObserver
                  293 NtRIMAddInputObserver
                  2A5 NtRIMUnregisterForInput
                  295 NtRIMDeviceIoControl
                  2A0 NtRIMOnTimerNotification
                  29F NtRIMOnPnpNotification
                  297 NtRIMFreeInputBuffer
                  294 NtRIMAreSiblingDevices
                  29A NtRIMGetDeviceProperties
                  298 NtRIMGetDevicePreparsedData
                  2A1 NtRIMReadInput
                  2A2 NtRIMRegisterForInput
                  3B6 NtUserHwndSetRedirectionInfo
                  3B5 NtUserHwndQueryRedirectionInfo
                  470 NtUserSetSysColors
                  2CA NtUserCallHwnd
                  3EB NtUserModifyUserStartupInfoFlags
                  3E2 NtUserMNDragLeave
                  3E3 NtUserMNDragOver
                  313 NtUserDrawMenuBarTemp
                  49E NtUserThunkedMenuInfo
                  2D9 NtUserCheckMenuItem
                  3EA NtUserMinMaximize
                  483 NtUserSetWindowLong
                  2D8 NtUserCheckAccessForIntegrityLevel
                  431 NtUserScrollWindowEx
                  2F8 NtUserDeferWindowPosAndBand
                  38F NtUserGetRawInputBuffer
                  430 NtUserScrollDC
                  473 NtUserSetSystemTimer
                  2E0 NtUserCloseClipboard
                  319 NtUserEmptyClipboard
                  3CE NtUserIsClipboardFormatAvailable
                  48D NtUserShowCaret
                  2EB NtUserCreateCaret
                  3B1 NtUserHideCaret
                  34B NtUserGetControlColor
                  446 NtUserSetCursor
                  478 NtUserSetThreadState
                  449 NtUserSetCursorPos
                  40B NtUserQueryWindow
                  32F NtUserFillWindow
                  2F6 NtUserDdeInitialize
                  4B2 NtUserUpdateInstance
                  2E6 NtUserConsoleControl
                  457 NtUserSetInformationThread
                  465 NtUserSetParent
                  422 NtUserReleaseDC
                  2CE NtUserCallHwndParamLock
                  3FF NtUserPostMessage
                  39D NtUserGetTouchInputInfo
                  3DB NtUserLockCursor
                  3D9 NtUserLinkDpiCursor
                  34E NtUserGetCursorDims
                  34F NtUserGetCursorFrameInfo
                  363 NtUserGetIconInfo
                  2FD NtUserDestroyAcceleratorTable
                  362 NtUserGetHimetricScaleFactorFromPixelLocation
                  413 NtUserRegisterEdgy
                  42F NtUserSBGetParms
                  418 NtUserRegisterPointerInputTarget
                  385 NtUserGetPointerInfoList
                  33D NtUserGetCPD
                  2D2 NtUserCallOneParam
                  4BA NtUserValidateTimerCallback
                  308 NtUserDispatchMessage
                  2BD NtUserAutoPromoteMouseInPointer
                  353 NtUserGetDManipHookInitFunction
                  2CB NtUserCallHwndLock
                  45E NtUserSetMenu
                  461 NtUserSetMenuFlagRtoL
                  49F NtUserThunkedMenuItemInfo
                  48B NtUserSetWindowsHookAW
                  4A9 NtUserUnhookWindowsHookEx
                  40E NtUserRealWaitMessageEx
                  40D NtUserRealInternalGetMessage
                  3E9 NtUserMessageCall
                  3C3 NtUserInjectGesture
                  35E NtUserGetGestureExtArgs
                  35F NtUserGetGestureInfo
                  2C6 NtUserBuildNameList
                  2C7 NtUserBuildPropList
                  2C5 NtUserBuildHwndList
                  33A NtUserGetAtomName
                  2CD NtUserCallHwndParam
                  2BA NtUserAlterWindowStyle
                  480 NtUserSetWindowFNID
                  2C1 NtUserBitBltSysBmp
                  37A NtUserGetOemBitmapSize
                  364 NtUserGetIconSize
                  39A NtUserGetThreadState
                  351 NtUserGetDC
                  34A NtUserGetControlBrush
                  2FE NtUserDestroyCursor
                  2EE NtUserCreateEmptyCursorObject
                  454 NtUserSetImeHotKey
                  365 NtUserGetImeHotKey
                  4C4 NtUserWindowFromPoint
                  4C3 NtUserWindowFromPhysicalPoint
                  4C2 NtUserWindowFromDC
                  4C1 NtUserWaitMessage
                  4C0 NtUserWaitForRedirectionStartComplete
                  4BD NtUserWaitAvailableMessageEx
                  4B9 NtUserValidateRect
                  4B7 NtUserUserHandleGrantAccess
                  4B6 NtUserUpdateWindowTrackingInfo
                  4B5 NtUserUpdateWindowInputSinkHints
                  4B0 NtUserUpdateDefaultDesktopThumbnail
                  4AF NtUserUnregisterUserApiHook
                  4AE NtUserUnregisterSessionPort
                  4AD NtUserUnregisterHotKey
                  4AB NtUserUnlockWindowStation
                  4A8 NtUserUnhookWinEvent
                  4A7 NtUserUndelegateInput
                  4A2 NtUserTrackPopupMenuEx
                  4A1 NtUserTrackMouseEvent
                  498 NtUserSoundSentry
                  497 NtUserSlicerControl
                  307 NtUserDiscardPointerFrameMessages
                  496 NtUserSignalRedirectionStartComplete
                  494 NtUserShutdownBlockReasonQuery
                  495 NtUserShutdownReasonDestroy
                  492 NtUserShowWindowAsync
                  491 NtUserShowWindow
                  490 NtUserShowSystemCursor
                  48F NtUserShowScrollBar
                  48E NtUserShowCursor
                  48A NtUserSetWindowWord
                  488 NtUserSetWindowShowState
                  485 NtUserSetWindowPos
                  484 NtUserSetWindowPlacement
                  482 NtUserSetWindowGroup
                  481 NtUserSetWindowFeedbackSetting
                  47F NtUserSetWindowDisplayAffinity
                  47E NtUserSetWindowCompositionTransition
                  47C NtUserSetWindowBand
                  47B NtUserSetWindowArrangement
                  476 NtUserSetThreadInputBlocked
                  474 NtUserSetTargetForResourceBrokering
                  472 NtUserSetSystemMenu
                  46F NtUserSetShellWindowEx
                  46B NtUserSetProcessWindowStation
                  469 NtUserSetProcessRestrictionExemption
                  468 NtUserSetProcessInteractionFlags
                  466 NtUserSetPrecisionTouchPadConfiguration
                  463 NtUserSetMonitorBrightness
                  462 NtUserSetMirrorRendering
                  460 NtUserSetMenuDefaultItem
                  45F NtUserSetMenuContextHelpId
                  3E6 NtUserMagSetContextInformation
                  45C NtUserSetLayeredWindowAttributes
                  45B NtUserSetKeyboardState
                  45A NtUserSetInternalWindowPos
                  459 NtUserSetInteractiveCtrlRotationAngle
                  458 NtUserSetInteractiveControlFocus
                  453 NtUserSetGestureConfig
                  452 NtUserSetFocus
                  451 NtUserSetFeatureReportResponse
                  450 NtUserSetFallbackForeground
                  44F NtUserSetDisplayMapping
                  44D NtUserSetDisplayAutoRotationPreferences
                  44C NtUserSetDimUndimTransitionTime
                  44B NtUserSetDialogControlDpiChangeBehavior
                  44A NtUserSetDesktopColorTransform
                  447 NtUserSetCursorContents
                  445 NtUserSetCoreWindowPartner
                  444 NtUserSetCoreWindow
                  479 NtUserSetTimer
                  441 NtUserSetClassWord
                  43F NtUserSetChildWindowNoActivate
                  43E NtUserSetCapture
                  43D NtUserSetCalibrationData
                  43C NtUserSetBrokeredForeground
                  43B NtUserSetBridgeWindowChild
                  43A NtUserSetAutoRotation
                  438 NtUserSetActiveWindow
                  437 NtUserSetActiveProcessForMonitor
                  436 NtUserSetActivationFilter
                  435 NtUserSendInteractiveControlHapticsReport
                  434 NtUserSendInput
                  433 NtUserSendEventMessage
                  42E NtUserResolveDesktopForWOW
                  42D NtUserRequestMoveSizeOperation
                  42C NtUserReportInertia
                  42A NtUserRemoveMenu
                  429 NtUserRemoveInjectionDevice
                  423 NtUserReleaseDwmHitTestWaiters
                  41F NtUserRegisterTouchPadCapable
                  41E NtUserRegisterTouchHitTestingWindow
                  41D NtUserRegisterTasklist
                  41C NtUserRegisterShellPTPListener
                  41B NtUserRegisterSessionPort
                  41A NtUserRegisterServicesProcess
                  419 NtUserRegisterRawInputDevices
                  417 NtUserRegisterPointerDeviceNotifications
                  415 NtUserRegisterHotKey
                  414 NtUserRegisterErrorReportingDialog
                  412 NtUserRegisterDManipHook
                  410 NtUserRegisterBSDRWindow
                  40F NtUserRedrawWindow
                  40C NtUserRealChildWindowFromPoint
                  40A NtUserQuerySendMessage
                  406 NtUserQueryBSDRWindow
                  405 NtUserPromotePointer
                  403 NtUserProcessInkFeedbackCommand
                  401 NtUserPrintWindow
                  3FC NtUserPerMonitorDPIPhysicalToLogicalPoint
                  3FE NtUserPhysicalToLogicalPoint
                  3FD NtUserPhysicalToLogicalDpiPointForWindow
                  3FA NtUserPaintMonitor
                  3F9 NtUserPaintMenuBar
                  3F6 NtUserOpenThreadDesktop
                  3F5 NtUserOpenInputDesktop
                  3EF NtUserNavigateFocus
                  3ED NtUserMoveWindow
                  3E8 NtUserMenuItemFromPoint
                  285 NtMapVisualRelativePoints
                  3DF NtUserLogicalToPerMonitorDPIPhysicalPoint
                  3E1 NtUserLogicalToPhysicalPoint
                  3E0 NtUserLogicalToPhysicalDpiPointForWindow
                  3DE NtUserLockWorkStation
                  3DD NtUserLockWindowUpdate
                  3DC NtUserLockWindowStation
                  3D8 NtUserLayoutCompleted
                  3D7 NtUserKillTimer
                  3D6 NtUserIsWindowGDIScaledDpiMessageEnabled
                  3D5 NtUserIsWindowBroadcastingDpiToChildren
                  3D4 NtUserIsTouchWindow
                  3D3 NtUserIsTopLevelWindow
                  3D2 NtUserIsResizeLayoutSynchronizationEnabled
                  272 NtIsOneCoreTransformMode
                  3D1 NtUserIsNonClientDpiScalingEnabled
                  3D0 NtUserIsMouseInputEnabled
                  3CF NtUserIsMouseInPointerEnabled
                  3CD NtUserIsChildWindowDpiMessageEnabled
                  3CC NtUserInvalidateRgn
                  3CB NtUserInvalidateRect
                  3C8 NtUserInteractiveControlQueryUsage
                  3C7 NtUserInjectTouchInput
                  3C6 NtUserInjectPointerInput
                  3C5 NtUserInjectMouseInput
                  3C4 NtUserInjectKeyboardInput
                  3C2 NtUserInjectGenericHidInput
                  3C1 NtUserInjectDeviceInput
                  3C0 NtUserInitializeTouchInjection
                  3BF NtUserInitializePointerDeviceInjectionEx
                  3BE NtUserInitializePointerDeviceInjection
                  3BD NtUserInitializeInputDeviceInjection
                  3BC NtUserInitializeGenericHidInjection
                  3B8 NtUserInheritWindowMonitor
                  3B7 NtUserImpersonateDdeClientWindow
                  3B4 NtUserHungWindowFromGhostWindow
                  3B3 NtUserHiliteMenuItem
                  3B2 NtUserHidePointerContactVisualization
                  3AF NtUserHandleDelegatedInput
                  3AE NtUserGhostWindowFromHungWindow
                  3AD NtUserGetWindowRgnEx
                  3AC NtUserGetWindowProcessHandle
                  3AB NtUserGetWindowPlacement
                  3AA NtUserGetWindowMinimizeRect
                  3A9 NtUserGetWindowGroupId
                  3A8 NtUserGetWindowFeedbackSetting
                  3A7 NtUserGetWindowDisplayAffinity
                  3A6 NtUserGetWindowDC
                  3A5 NtUserGetWindowCompositionInfo
                  3A4 NtUserGetWindowCompositionAttribute
                  3A3 NtUserGetWindowBand
                  379 NtUserGetObjectInformation
                  39E NtUserGetTouchValidationStatus
                  39C NtUserGetTopLevelWindow
                  39B NtUserGetTitleBarInfo
                  399 NtUserGetThreadDesktop
                  398 NtUserGetSystemMenu
                  397 NtUserGetSystemDpiForProcess
                  396 NtUserGetScrollBarInfo
                  395 NtUserGetResizeDCompositionSynchronizationObject
                  394 NtUserGetRegisteredRawInputDevices
                  393 NtUserGetRawPointerDeviceData
                  392 NtUserGetRawInputDeviceList
                  390 NtUserGetRawInputData
                  38E NtUserGetQueueStatusReadonly
                  38C NtUserGetProcessWindowStation
                  38B NtUserGetProcessUIContextInformation
                  388 NtUserGetPrecisionTouchPadConfiguration
                  387 NtUserGetPointerType
                  386 NtUserGetPointerInputTransform
                  384 NtUserGetPointerFrameArrivalTimes
                  383 NtUserGetPointerDevices
                  382 NtUserGetPointerDeviceRects
                  381 NtUserGetPointerDeviceProperties
                  380 NtUserGetPointerDeviceCursors
                  37F NtUserGetPointerDevice
                  37E NtUserGetPointerCursorId
                  37D NtUserGetPhysicalDeviceRect
                  37C NtUserGetOwnerTransformedMonitorRect
                  378 NtUserGetMouseMovePointsEx
                  377 NtUserGetMonitorBrightness
                  375 NtUserGetMenuItemRect
                  373 NtUserGetMenuBarInfo
                  3E5 NtUserMagGetContextInformation
                  372 NtUserGetListBoxInfo
                  371 NtUserGetLayeredWindowAttributes
                  370 NtUserGetKeyboardState
                  36E NtUserGetKeyboardLayoutList
                  36B NtUserGetInternalWindowPos
                  36A NtUserGetInteractiveCtrlSupportedWaveforms
                  369 NtUserGetInteractiveControlInfo
                  368 NtUserGetInteractiveControlDeviceInfo
                  367 NtUserGetInputLocaleInfo
                  360 NtUserGetGuiResources
                  35D NtUserGetGestureConfig
                  35C NtUserGetGUIThreadInfo
                  35B NtUserGetForegroundWindow
                  358 NtUserGetDoubleClickTime
                  356 NtUserGetDisplayAutoRotationPreferencesByProcessId
                  355 NtUserGetDisplayAutoRotationPreferences
                  354 NtUserGetDesktopID
                  352 NtUserGetDCEx
                  350 NtUserGetCursorInfo
                  34D NtUserGetCursor
                  34C NtUserGetCurrentInputMessageSource
                  349 NtUserGetComboBoxInfo
                  343 NtUserGetClipboardAccessToken
                  342 NtUserGetClipCursor
                  33F NtUserGetCaretPos
                  33E NtUserGetCaretBlinkTime
                  33C NtUserGetCIMSSM
                  33B NtUserGetAutoRotationState
                  337 NtUserGetAncestor
                  335 NtUserGetActiveProcessesDpis
                  333 NtUserFrostCrashedWindow
                  332 NtUserFlashWindowEx
                  32E NtUserExcludeUpdateRgn
                  32B NtUserEnumDisplayMonitors
                  329 NtUserEndPaint
                  328 NtUserEndMenu
                  327 NtUserEndDeferWindowPosEx
                  326 NtUserEnableWindowResizeOptimization
                  325 NtUserEnableWindowGroupPolicy
                  324 NtUserEnableWindowGDIScaledDpiMessage
                  323 NtUserEnableTouchPad
                  322 NtUserEnableSoftwareCursorForScreenCapture
                  320 NtUserEnableResizeLayoutSynchronization
                   44 NtEnableOneCoreTransformMode
                  31F NtUserEnableNonClientDpiScaling
                  31E NtUserEnableMouseInputForCursorSuppression
                  31D NtUserEnableMouseInPointer
                  31B NtUserEnableIAMAccess
                  31A NtUserEnableChildWindowDpiMessage
                  318 NtUserDwmValidateWindow
                  317 NtUserDwmKernelStartup
                  316 NtUserDwmKernelShutdown
                  315 NtUserDwmGetRemoteSessionOcclusionState
                  314 NtUserDwmGetRemoteSessionOcclusionEvent
                  30F NtUserDrawAnimatedRects
                  30E NtUserDragObject
                  30D NtUserDragDetect
                  30C NtUserDoSoundDisconnect
                  30B NtUserDoSoundConnect
                  304 NtUserDisableImmersiveOwner
                  303 NtUserDestroyWindow
                  301 NtUserDestroyMenu
                  2FF NtUserDestroyDCompositionHwndTarget
                  2FC NtUserDeleteWindowGroup
                  2FB NtUserDeleteMenu
                  2FA NtUserDelegateInput
                  2F9 NtUserDelegateCapturePointers
                  2F3 NtUserCreateWindowGroup
                  2EC NtUserCreateDCompositionHwndTarget
                  2EA NtUserCreateAcceleratorTable
                  2E8 NtUserCopyAcceleratorTable
                  3E4 NtUserMagControl
                  2E5 NtUserConfirmResizeCommit
                  2E4 NtUserCompositionInputSinkViewInstanceIdFromPoint
                  2E3 NtUserCompositionInputSinkLuidFromPoint
                  2E2 NtUserCloseWindowStation
                  2E1 NtUserCloseDesktop
                  2DF NtUserClipCursor
                  2DE NtUserClearForeground
                  359 NtUserGetDpiForCurrentProcess
                  4B8 NtUserValidateHandleSecure
                  2DD NtUserChildWindowFromPointEx
                  2DC NtUserCheckWindowThreadDesktop
                  2DB NtUserCheckProcessSession
                  2DA NtUserCheckProcessForClipboardAccess
                  2D7 NtUserChangeWindowMessageFilterEx
                  2D4 NtUserCanBrokerForceForeground
                  2C9 NtUserCalculatePopupWindowPosition
                  2C8 NtUserCalcMenuBar
                  2C3 NtUserBroadcastThemeChangeEvent
                  2C2 NtUserBlockInput
                  2C0 NtUserBeginPaint
                  2BF NtUserBeginLayoutUpdate
                  2BC NtUserAttachThreadInput
                  2B7 NtUserAcquireInteractiveControlBackgroundAccess
                  2CC NtUserCallHwndOpt
                  2B6 NtUserAcquireIAMKey

    ntdll.dll
              69E9B514 Import Address Table
              69E9C790 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   79 LdrGetDllHandle
                   80 LdrGetProcedureAddress
                  866 _alldiv
                  868 _allmul
                  871 _aulldvrm
                  874 _chkstk
                  87A _ftol2_sse
                  8E5 memset
                  5C6 RtlUnwind
                  562 RtlSetLastWin32Error
                  42F RtlImageNtHeader
                   BE NlsAnsiCodePage
                  2EA RtlCaptureContext
                  8B9 _wtoi
                  1B8 NtPowerInformation
                  4C6 RtlMultiByteToUnicodeSize
                   76 LdrFlushAlternateResourceModules
                  515 RtlRaiseException
                  540 RtlRetrieveNtUserPfn
                  451 RtlInitializeNtUserPfn
                  1C2 NtProtectVirtualMemory
                  895 _stricmp
                  3FE RtlGetIntegerAtom
                  53B RtlResetNtUserPfn
                  4EE RtlQueryElevationFlags
                  1F4 NtQuerySystemInformation
                  3A1 RtlEqualUnicodeString
                   92 LdrQueryImageFileExecutionOptions
                  8CF isspace
                  290 NtYieldExecution
                  4F5 RtlQueryInformationActiveActivationContext
                  145 NtDeleteValueKey
                  25F NtSetValueKey
                  119 NtCreateKey
                  926 wcstoul
                  4E0 RtlPcToFileHeader
                  281 NtVdmControl
                  3DB RtlFreeUnicodeString
                  341 RtlCreateUnicodeStringFromAsciiz
                  198 NtOpenDirectoryObject
                  253 NtSetSecurityObject
                  1EE NtQuerySecurityObject
                  1D8 NtQueryInformationProcess
                  924 wcstol
                  7C8 ZwQueryWnfStateData
                  4F8 RtlQueryPackageClaims
                  8E2 memcpy_s
                  436 RtlInitAnsiString
                  2D2 RtlAnsiStringToUnicodeString
                  307 RtlCompareUnicodeString
                  920 wcsrchr
                  35C RtlDeleteCriticalSection
                  449 RtlInitializeCriticalSection
                  91D wcsncpy_s
                  8D9 iswspace
                  8E7 qsort
                  201 NtRaiseHardError
                   F6 NtCallbackReturn
                  91A wcsncat_s
                  48A RtlIsNameLegalDOS8Dot3
                  8EE sscanf_s
                  8FE strrchr
                  8F4 strcpy_s
                  586 RtlSizeHeap
                  8E3 memmove
                  41D RtlGetThreadLangIdByIndex
                  543 RtlRunEncodeUnicodeString
                  542 RtlRunDecodeUnicodeString
                  8AD _wcsicmp
                  51B RtlReAllocateHeap
                  4D1 RtlNtStatusToDosError
                  3E1 RtlGetActiveConsoleId
                   1B CsrFreeCaptureBuffer
                   19 CsrClientCallServer
                   14 CsrAllocateMessagePointer
                   13 CsrAllocateCaptureBuffer
                  1A9 NtOpenProcessToken
                  1B2 NtOpenThreadToken
                  3D9 RtlFreeSid
                  1DB NtQueryInformationToken
                  2C9 RtlAllocateAndInitializeSid
                  8AA _vsnwprintf
                  5B8 RtlUnicodeToMultiByteSize
                  495 RtlIsThreadWithinLoaderCallout
                  525 RtlReleaseActivationContext
                  3BA RtlFindActivationContextSectionString
                  34E RtlDeactivateActivationContextUnsafeFast
                  2AC RtlActivateActivationContextUnsafeFast
                  5B7 RtlUnicodeToMultiByteN
                  4C5 RtlMultiByteToUnicodeN
                  393 RtlEnterCriticalSection
                  4A6 RtlLeaveCriticalSection
                  912 wcscat_s
                  916 wcscpy_s
                  1F9 NtQueryValueKey
                  151 NtEnumerateKey
                   FE NtClose
                  19F NtOpenKey
                  4DD RtlOpenCurrentUser
                  5B3 RtlUnicodeStringToInteger
                  441 RtlInitUnicodeString
                  905 swprintf_s
                  3D6 RtlFreeHeap
                  2CC RtlAllocateHeap
                  8E1 memcpy
                  8E0 memcmp

    api-ms-win-core-localization-l1-2-0.dll
              69E9B330 Import Address Table
              69E9C5AC Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   1B GetSystemDefaultLangID
                    0 ConvertDefaultLocale
                   1E GetThreadLocale
                   23 GetUserDefaultLCID
                    B GetCPInfo
                   18 GetOEMCP
                   2B IsDBCSLeadByteEx
                   2F IsValidLocale
                   15 GetLocaleInfoW
                   2A IsDBCSLeadByte
                    A GetACP

    api-ms-win-core-registry-l1-1-0.dll
              69E9B3F4 Import Address Table
              69E9C670 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    3 RegCreateKeyExW
                    5 RegDeleteKeyExW
                    0 RegCloseKey
                   2E RegSetValueExW
                   25 RegQueryValueExW
                   10 RegEnumValueW
                   21 RegQueryInfoKeyW
                   1E RegOpenKeyExW
                   14 RegGetValueW

    api-ms-win-core-heap-l2-1-0.dll
              69E9B2A4 Import Address Table
              69E9C520 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    4 LocalLock
                    0 GlobalAlloc
                    5 LocalReAlloc
                    6 LocalUnlock
                    3 LocalFree
                    2 LocalAlloc
                    1 GlobalFree

    api-ms-win-core-libraryloader-l1-2-0.dll
              69E9B2F8 Import Address Table
              69E9C574 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   18 LoadLibraryExW
                    9 FindResourceExW
                   13 GetModuleHandleExW
                   20 SizeofResource
                    C FreeLibrary
                    F GetModuleFileNameA
                    1 DisableThreadLibraryCalls
                    5 EnumResourceNamesExW
                   15 GetProcAddress
                   1A LoadResource
                   10 GetModuleFileNameW
                   14 GetModuleHandleW
                   11 GetModuleHandleA

    api-ms-win-core-processthreads-l1-1-0.dll
              69E9B3AC Import Address Table
              69E9C628 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   14 GetExitCodeThread
                   11 GetCurrentThreadId
                   33 OpenThreadToken
                    D GetCurrentProcessId
                   4D TerminateProcess
                    9 ExitThread
                   10 GetCurrentThread
                    C GetCurrentProcess
                    3 CreateProcessW
                   31 OpenProcessToken
                    6 CreateThread
                   34 ProcessIdToSessionId

    api-ms-win-core-synch-l1-1-0.dll
              69E9B4B0 Import Address Table
              69E9C72C Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   1D LeaveCriticalSection
                   11 EnterCriticalSection
                   29 SetEvent
                   35 WaitForMultipleObjectsEx
                   25 ReleaseSRWLockShared
                    1 AcquireSRWLockShared
                   24 ReleaseSRWLockExclusive
                   1F OpenEventW
                    0 AcquireSRWLockExclusive

    api-ms-win-core-string-l1-1-0.dll
              69E9B424 Import Address Table
              69E9C6A0 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    1 CompareStringOrdinal
                    5 GetStringTypeW
                    3 FoldStringW
                    2 CompareStringW
                    6 MultiByteToWideChar
                    7 WideCharToMultiByte

    api-ms-win-core-sysinfo-l1-1-0.dll
              69E9B4E0 Import Address Table
              69E9C75C Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   18 GetSystemWindowsDirectoryW
                   1D GetVersionExW
                   19 GetTickCount
                    F GetSystemDirectoryW
                   15 GetSystemTimeAsFileTime

    api-ms-win-security-base-l1-1-0.dll
              69E9B508 Import Address Table
              69E9C784 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                   1B CheckTokenMembership
                   42 GetTokenInformation

    api-ms-win-core-handle-l1-1-0.dll
              69E9B28C Import Address Table
              69E9C508 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    0 CloseHandle

    api-ms-win-core-errorhandling-l1-1-0.dll
              69E9B254 Import Address Table
              69E9C4D0 Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    5 GetLastError
                   11 UnhandledExceptionFilter
                    D SetLastError
                    F SetUnhandledExceptionFilter

    api-ms-win-core-string-l2-1-0.dll
              69E9B440 Import Address Table
              69E9C6BC Import Name Table
                     0 time date stamp
                     0 Index of first forwarder reference

                    6 IsCharAlphaNumericW
                    7 IsCharAlphaW
                    9 IsCharUpperW
                    8 IsCharLowerW
                    0 CharLowerBuffW
                    4 CharUpperBuffW
                    2 CharNextW
                    1 CharLowerW
                    3 CharPrevW
                    5 CharUpperW

    api-ms-win-core-synch-l1-2-0.dll
